task_id,createtime,creater,updater,his_protection_id,cure_employee_name,name,weight,temperature,discription,eventtime,state,hospital_id,hospital_code,hospital_name,add_employee_name,con_category_name,commodity_name,commodity_brand
,2023-07-13 15:36:52,刘医生,,110,刘医生,加强免疫,,,加强免疫,2023-07-13 15:36:52,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-06-13 00:00:00,刘医生,,110,刘医生,加强免疫,,,加强免疫,2024-06-13 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-07-05 17:05:43,刘医生,,109,刘医生,首免,,,基础疫苗首免,2023-07-05 17:05:43,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,卫佳伍,硕腾
,2023-07-27 17:05:43,刘医生,,109,刘医生,二免,,,基础疫苗二免,2023-07-27 17:05:43,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,卫佳伍,硕腾
,2023-08-13 17:05:43,刘医生,,109,刘医生,三免,,,基础疫苗三免,2023-08-13 17:05:43,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,卫佳伍,硕腾
,2023-08-13 00:00:00,刘医生,,109,刘医生,狂犬,,,基础疫苗狂犬,2023-08-13 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,宠必威@狂犬苗,
,2023-06-18 13:13:22,刘医生,,106,刘医生,首免,,,基础疫苗首免,2023-06-18 13:13:22,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多猫疫苗（美国辉瑞）,
,2023-07-16 00:00:00,刘医生,,106,刘医生,二免,,,基础疫苗二免,2023-07-16 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多猫疫苗（美国辉瑞）,
,2023-08-13 00:00:00,刘医生,,106,刘医生,三免,,,基础疫苗三免,2023-08-13 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多猫疫苗（美国辉瑞）,
,2023-08-13 00:00:00,刘医生,,106,刘医生,三免,,,基础疫苗三免,2023-08-13 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,美国辉瑞狂犬,
,2023-06-27 00:00:00,刘医生,,107,刘医生,狂犬,,,基础疫苗狂犬,2023-06-27 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2023-06-03 12:55:39,刘医生,,103,刘医生,首免,,,基础疫苗首免,2023-06-03 12:55:39,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,妙三多猫疫苗（美国辉瑞）,
,2023-07-01 00:00:00,刘医生,,103,刘医生,二免,,,基础疫苗二免,2023-07-01 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-07-24 00:00:00,刘医生,,103,刘医生,三免,,,基础疫苗三免,2023-07-24 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-08-01 00:00:00,刘医生,,103,刘医生,狂犬,,,基础疫苗狂犬,2023-08-01 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-16 11:32:45,刘医生,,97,刘医生,首免,,,基础疫苗首免,2023-05-16 11:32:45,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-06-06 11:32:45,刘医生,,97,刘医生,二免,,,基础疫苗二免,2023-06-06 11:32:45,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-06-27 11:32:45,刘医生,,97,刘医生,三免,,,基础疫苗三免,2023-06-27 11:32:45,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-07-04 00:00:00,刘医生,,97,刘医生,狂犬,,,基础疫苗狂犬,2023-07-04 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-18 15:53:00,刘医生,,98,刘医生,首免,,,基础疫苗首免,2023-05-18 15:53:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-06-15 00:00:00,刘医生,,98,刘医生,二免,,,基础疫苗二免,2023-06-15 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-07-13 00:00:00,刘医生,,98,刘医生,三免,,,基础疫苗三免,2023-07-13 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-08-10 00:00:00,刘医生,,98,刘医生,狂犬,,,基础疫苗狂犬,2023-08-10 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-25 17:36:47,刘医生,,101,刘医生,首免,,,基础疫苗首免,2023-05-25 17:36:47,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,卫佳伍疫苗（美国辉瑞）,
,2023-06-15 17:36:47,刘医生,,101,刘医生,二免,,,基础疫苗二免,2023-06-15 17:36:47,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-07-06 17:36:47,刘医生,,101,刘医生,三免,,,基础疫苗三免,2023-07-06 17:36:47,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-07-27 17:36:47,刘医生,,101,刘医生,狂犬,,,基础疫苗狂犬,2023-07-27 17:36:47,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-28 00:00:00,刘医生,,102,刘医生,二免,,,基础疫苗二免,2023-05-28 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-06-25 00:00:00,刘医生,,102,刘医生,三免,,,基础疫苗三免,2023-06-25 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-07-02 00:00:00,刘医生,,102,刘医生,狂犬,,,基础疫苗狂犬,2023-07-02 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-25 14:14:55,刘医生,,41,刘医生,第1次,,,体内驱虫第1次,2023-05-25 14:14:55,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,爱沃克猫用,
,2023-04-29 10:23:53,刘医生,,87,刘医生,首免,,,基础疫苗首免,2023-04-29 10:23:53,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-05-20 10:23:53,刘医生,,87,刘医生,二免,,,基础疫苗二免,2023-05-20 10:23:53,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-06-10 10:23:53,刘医生,,87,刘医生,三免,,,基础疫苗三免,2023-06-10 10:23:53,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-07-01 10:23:53,刘医生,,87,刘医生,狂犬,,,基础疫苗狂犬,2023-07-01 10:23:53,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-06-30 17:12:30,刘医生,,86,刘医生,狂犬,,,基础疫苗狂犬,2023-06-30 17:12:30,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2023-05-20 10:39:50,刘医生,,99,刘医生,首免,,,基础疫苗首免,2023-05-20 10:39:50,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-06-15 00:00:00,刘医生,,99,刘医生,二免,,,基础疫苗二免,2023-06-15 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,优免康（四联）,默沙东
,2023-07-06 00:00:00,刘医生,,99,刘医生,三免,,,基础疫苗三免,2023-07-06 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,优免康（四联）,默沙东
,2023-07-13 00:00:00,刘医生,,99,刘医生,狂犬,,,基础疫苗狂犬,2023-07-13 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2023-05-04 00:00:00,刘医生,,92,刘医生,三免,,,基础疫苗三免,2023-05-04 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,卫佳伍,硕腾
,2023-05-11 00:00:00,刘医生,,92,刘医生,狂犬,,,基础疫苗狂犬,2023-05-11 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2023-04-23 15:11:56,刘医生,,80,刘医生,首免,,,基础疫苗首免,2023-04-23 15:11:56,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-05-14 15:11:56,刘医生,,80,刘医生,二免,,,基础疫苗二免,2023-05-14 15:11:56,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-06-04 15:11:56,刘医生,,80,刘医生,三免,,,基础疫苗三免,2023-06-04 15:11:56,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-06-11 00:00:00,刘医生,,80,刘医生,狂犬,,,基础疫苗狂犬,2023-06-11 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-08 00:00:00,刘医生,,94,刘医生,二免,,,基础疫苗二免,2023-05-08 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-05-29 00:00:00,刘医生,,94,刘医生,三免,,,基础疫苗三免,2023-05-29 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-06-19 00:00:00,刘医生,,94,刘医生,狂犬,,,基础疫苗狂犬,2023-06-19 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-21 15:41:30,刘医生,,79,刘医生,加强免疫,,,加强免疫,2023-04-21 15:41:30,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,卫佳伍,硕腾
,2023-04-21 15:41:30,刘医生,,79,刘医生,加强免疫,,,加强免疫,2023-04-21 15:41:30,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-04-20 15:41:30,刘医生,,79,刘医生,加强免疫,,,加强免疫,2024-04-20 15:41:30,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-20 13:10:49,刘医生,,32,刘医生,第1次,3.9,,体内外驱虫第1次,2023-04-20 13:10:49,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣0.67ml,汉维宠仕
,2023-04-20 13:10:49,刘医生,,32,刘医生,第1次,3.9,,体内外驱虫第1次,2023-04-20 13:10:49,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐妙56mg,海正
,2023-09-01 15:34:56,刘医生,,114,刘医生,首免,,,基础疫苗首免,2023-09-01 15:34:56,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多猫疫苗（美国辉瑞）,
,2023-09-28 00:00:00,刘医生,,114,刘医生,二免,,,基础疫苗二免,2023-09-28 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多猫疫苗（美国辉瑞）,
,2023-10-26 00:00:00,刘医生,,114,刘医生,三免,,,基础疫苗三免,2023-10-26 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多猫疫苗（美国辉瑞）,
,2023-10-26 00:00:00,刘医生,,114,刘医生,狂犬,,,基础疫苗狂犬,2023-10-26 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2023-04-19 00:00:00,刘医生,,77,刘医生,二免,,,基础疫苗二免,2023-04-19 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-05-10 00:00:00,刘医生,,77,刘医生,三免,,,基础疫苗三免,2023-05-10 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-17 00:00:00,刘医生,,77,刘医生,狂犬,,,基础疫苗狂犬,2023-05-17 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-13 00:00:00,刘医生,,95,刘医生,二免,,,基础疫苗二免,2023-05-13 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-06-10 00:00:00,刘医生,,95,刘医生,三免,,,基础疫苗三免,2023-06-10 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-07-17 00:00:00,刘医生,,95,刘医生,狂犬,,,基础疫苗狂犬,2023-07-17 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-19 12:25:33,刘医生,,74,刘医生,首免,0.76,,基础疫苗首免,2023-04-19 12:25:33,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-05-17 00:00:00,刘医生,,74,刘医生,二免,,,基础疫苗二免,2023-05-17 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-06-14 00:00:00,刘医生,,74,刘医生,三免,,,基础疫苗三免,2023-06-14 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-06-21 00:00:00,刘医生,,74,刘医生,狂犬,,,基础疫苗狂犬,2023-06-21 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-19 14:05:45,刘医生,,75,刘医生,加强免疫,,,加强免疫,2023-04-19 14:05:45,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-04-19 14:05:45,刘医生,,75,刘医生,加强免疫,,,加强免疫,2023-04-19 14:05:45,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-04-18 14:05:45,刘医生,,75,刘医生,加强免疫,,,加强免疫,2024-04-18 14:05:45,1,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-19 14:06:11,刘医生,,76,刘医生,加强免疫,,,加强免疫,2023-04-19 14:06:11,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-19 14:06:11,刘医生,,76,刘医生,加强免疫,,,加强免疫,2023-04-19 14:06:11,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-04-18 14:06:11,刘医生,,76,刘医生,加强免疫,,,加强免疫,2024-04-18 14:06:11,1,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-04 00:00:00,刘医生,,91,刘医生,首免,,,基础疫苗首免,2023-05-04 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-05-25 00:00:00,刘医生,,91,刘医生,二免,,,基础疫苗二免,2023-05-25 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-06-15 10:00:05,刘医生,,91,刘医生,三免,,,基础疫苗三免,2023-06-15 10:00:05,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-07-06 10:00:05,刘医生,,91,刘医生,狂犬,,,基础疫苗狂犬,2023-07-06 10:00:05,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-04 10:08:04,刘医生,,93,刘医生,首免,,,基础疫苗首免,2023-05-04 10:08:04,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-05-25 10:08:04,刘医生,,93,刘医生,二免,,,基础疫苗二免,2023-05-25 10:08:04,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-06-15 10:08:04,刘医生,,93,刘医生,三免,,,基础疫苗三免,2023-06-15 10:08:04,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-07-06 10:08:04,刘医生,,93,刘医生,狂犬,,,基础疫苗狂犬,2023-07-06 10:08:04,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-18 12:58:35,刘医生,,73,刘医生,加强免疫,,,加强免疫,2023-04-18 12:58:35,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-04-18 12:58:35,刘医生,,73,刘医生,加强免疫,,,加强免疫,2023-04-18 12:58:35,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2024-04-17 12:58:35,刘医生,,73,刘医生,加强免疫,,,加强免疫,2024-04-17 12:58:35,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-01 10:02:32,刘医生,,89,刘医生,首免,,,基础疫苗首免,2023-05-01 10:02:32,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-05-29 00:00:00,刘医生,,89,刘医生,二免,,,基础疫苗二免,2023-05-29 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,妙三多,硕腾
,2023-07-10 00:00:00,刘医生,,89,刘医生,三免,,,基础疫苗三免,2023-07-10 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-07-17 00:00:00,刘医生,,89,刘医生,狂犬,,,基础疫苗狂犬,2023-07-17 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-16 16:29:24,刘医生,,30,刘医生,第1次,,,体内外驱虫第1次,2023-04-16 16:29:24,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,丽可健0.4ml（猫用）,丽可健
,2023-04-16 15:35:57,刘医生,,71,刘医生,加强免疫,,,加强免疫,2023-04-16 15:35:57,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-16 15:35:57,刘医生,,71,刘医生,加强免疫,,,加强免疫,2023-04-16 15:35:57,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-03-16 00:00:00,刘医生,,71,刘医生,加强免疫,,,加强免疫,2024-03-16 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-16 00:00:00,刘医生,,70,刘医生,二免,4.85,,基础疫苗二免,2023-04-16 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-05-07 00:00:00,刘医生,,70,刘医生,三免,,,基础疫苗三免,2023-05-07 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-14 00:00:00,刘医生,,70,刘医生,狂犬,,,基础疫苗狂犬,2023-05-14 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-15 15:14:46,刘医生,,69,刘医生,首免,1,,基础疫苗首免,2023-04-15 15:14:46,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-05-13 00:00:00,刘医生,,69,刘医生,二免,,,基础疫苗二免,2023-05-13 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,妙三多,硕腾
,2023-06-10 00:00:00,刘医生,,69,刘医生,三免,,,基础疫苗三免,2023-06-10 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-06-17 00:00:00,刘医生,,69,刘医生,狂犬,,,基础疫苗狂犬,2023-06-17 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-12 00:00:00,刘医生,,66,刘医生,首免,,,基础疫苗首免,2023-03-12 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-04-02 00:00:00,刘医生,,66,刘医生,二免,,,基础疫苗二免,2023-04-02 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-23 00:00:00,刘医生,,66,刘医生,三免,,,基础疫苗三免,2023-04-23 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-17 10:57:15,刘医生,,31,刘医生,第1次,,,体内驱虫第1次,2023-04-17 10:57:15,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐旺27.5mg,海正
,2023-04-09 00:00:00,刘医生,,64,刘医生,三免,,,基础疫苗三免,2023-04-09 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-30 00:00:00,刘医生,,64,刘医生,狂犬,,,基础疫苗狂犬,2023-04-30 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2023-04-10 00:00:00,刘医生,,65,刘医生,三免,,,基础疫苗三免,2023-04-10 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-17 00:00:00,刘医生,,65,刘医生,狂犬,,,基础疫苗狂犬,2023-04-17 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2023-04-09 16:43:01,刘医生,,63,刘医生,首免,5,,基础疫苗首免,2023-04-09 16:43:01,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-30 16:43:01,刘医生,,63,刘医生,二免,,,基础疫苗二免,2023-04-30 16:43:01,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,优免康（四联）,默沙东
,2023-05-21 16:43:01,刘医生,,63,刘医生,三免,,,基础疫苗三免,2023-05-21 16:43:01,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,优免康（四联）,默沙东
,2023-05-28 00:00:00,刘医生,,63,刘医生,狂犬,,,基础疫苗狂犬,2023-05-28 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2023-04-09 16:10:27,刘医生,,61,刘医生,加强免疫,,,加强免疫,2023-04-09 16:10:27,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2024-03-09 00:00:00,刘医生,,61,刘医生,加强免疫,,,加强免疫,2024-03-09 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-09 16:11:27,刘医生,,62,刘医生,加强免疫,,,加强免疫,2023-04-09 16:11:27,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2024-03-08 00:00:00,刘医生,,62,刘医生,加强免疫,,,加强免疫,2024-03-08 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-09 14:13:27,刘医生,,60,刘医生,加强免疫,,39,加强免疫,2023-04-09 14:13:27,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-09 14:13:27,刘医生,,60,刘医生,加强免疫,,39,加强免疫,2023-04-09 14:13:27,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-03-09 00:00:00,刘医生,,60,刘医生,加强免疫,,,加强免疫,2024-03-09 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-08 15:37:24,刘医生,,59,刘医生,加强免疫,17,,加强免疫,2023-04-08 15:37:24,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-08 15:37:24,刘医生,,59,刘医生,加强免疫,17,,加强免疫,2023-04-08 15:37:24,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-04-07 15:37:24,刘医生,,59,刘医生,加强免疫,,,加强免疫,2024-04-07 15:37:24,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-07 16:52:07,刘医生,,25,刘医生,第1次,,,体内驱虫第1次,2023-04-07 16:52:07,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐妙14mg,海正
